ncbi_taxon_id	taxon_rank_level	scientific_name	numRunsWhereFound	meanRelAdun	medianRelAdun	SDRelAdun
816	genus	Bacteroides	989	18.462941054600602	14.453	15.85895871841701
239759	genus	Alistipes	977	2.5763352471545544	1.61334	3.0091538334818777
577309	genus	Paraprevotella	650	1.0144383415246154	0.10667099999999999	2.047744865505337
216851	genus	Faecalibacterium	985	7.92743918235533	6.09278	7.260366162318286
1508657	genus	Ruminiclostridium	893	1.5954834246472565	0.855307	2.3408206987299707
375288	genus	Parabacteroides	975	1.878051226133333	1.24134	2.110407773818265
397864	genus	Barnesiella	884	1.0922581429694571	0.25314400000000004	2.9244232916699398
572511	genus	Blautia	986	1.9084062914908724	1.22275	2.6015466543674446
459786	genus	Oscillibacter	965	1.2641996828911917	0.686732	1.5978856434648299
286	genus	Pseudomonas	730	2.726190697841096	0.0210165	9.02595408325766
1730	genus	Eubacterium	984	1.5716697095020324	0.926092	1.8076644163110505
1485	genus	Clostridium	976	0.3487874683913934	0.126053	0.7253721885689655
283168	genus	Odoribacter	856	0.24357923816121493	0.1494165	0.3171560465265569
724	genus	Haemophilus	708	0.2578219853121469	0.032840949999999994	1.5778954720424758
1506553	genus	Lachnoclostridium	980	1.1144724634387755	0.5897435	1.9479611790949796
44748	genus	Sporobacter	915	0.3839597531803278	0.153003	0.6057979491690695
1678	genus	Bifidobacterium	948	1.1969690371624473	0.302174	3.0889323907392736
1386	genus	Bacillus	947	0.1495969859028511	0.0416878	0.7638457150660996
244127	genus	Anaerotruncus	929	0.26514538750269107	0.137634	0.3719500650238048
1263	genus	Ruminococcus	974	1.227472280359343	0.495959	2.120995292902795
1505657	genus	Intestinibacter	768	0.19239713315104168	0.0495665	0.4913724600878045
872	genus	Desulfovibrio	789	0.16700518376552598	0.0479892	0.3378198037642486
239934	genus	Akkermansia	882	2.3931295376643993	0.210534	6.684225162059411
1505663	genus	Erysipelatoclostridium	968	0.4444677575309917	0.22904449999999998	0.8472278538546009
841	genus	Roseburia	963	0.6076861368951193	0.215111	1.0158152603145367
189330	genus	Dorea	922	0.11888364818872017	0.07331335	0.1624675270403819
838	genus	Prevotella	982	5.481251337107943	0.2132575	12.960442914321302
990721	genus	Christensenella	758	0.1816935341741425	0.0417958	0.43983199294673775
207244	genus	Anaerostipes	747	0.052368496178045516	0.0234412	0.09315489414967124
52784	genus	Anaerofilum	802	0.08000751721197007	0.0198059	0.2474128086297781
561	genus	Escherichia	454	0.05094237799559471	0.02388845	0.07320813193921155
33042	genus	Coprococcus	948	0.6103302893248945	0.2276535	1.08615243951091
61170	genus	Holdemania	808	0.03511115910891089	0.0204959	0.05025220859411526
1301	genus	Streptococcus	972	0.44516499627572015	0.09745025	1.875037638584323
270497	genus	Catabacter	322	0.01915307860248447	0.012583750000000001	0.024448383718518703
35832	genus	Bilophila	793	0.18771561391424968	0.0825347	0.4170362311731204
1578	genus	Lactobacillus	891	0.33766579307519634	0.0253727	1.7791217612312757
-1	genus	Unknown	990	36.15232128282829	29.24825	22.72819826510872
39948	genus	Dialister	863	1.2347819797798378	0.15854	3.222211219490564
1357	genus	Lactococcus	492	0.06383991026422764	0.010023259999999999	0.31158645178244737
1573535	genus	Holdemanella	448	0.45920285600446437	0.1295475	0.989921262405146
40544	genus	Sutterella	520	0.2697253940846154	0.07374915	0.544244767532272
2172	genus	Methanobrevibacter	334	0.10059838260479041	0.050298300000000004	0.19781734901190903
1506577	genus	Tyzzerella	568	0.07714393280633804	0.0144483	0.22322047986677254
117563	genus	Granulicatella	331	0.14133403382477341	0.0124995	0.389618289079746
